# Reporte,Fecha_Reporte,Fecha_Ocurrencia,Hora_Ocurrencia,Cod_Área,Nombre_del_Área,#_Distrito_Reporte,Clasif_Crimen,Cod_Crimen,Descrip_Cod_Crimen,Cod_Modo_Operandi,Edad_Victima,Sexo_Vict,Origen_Victic,Cod_del_Lugar,Descrip_Lugar,Cod_Arma_Usada,Descrip_Arma,Estado,Descrip_Estado,Cod_Crimen_1,Cod_Crimen_2,Cod_Crimen_3,Cod_Crimen_4,Ubicación,Nombre_Calle,Coordenadas_latitud,Coordenadas_Longitud
"201112958,08/27/2020 12:00:00 AM,08/22/2020 12:00:00 AM,1600,11,Northeast,1151,1,210,ROBBERY,0400 0416 0344 2034,61,M,H,101,STREET,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,210,,,,4800 W  HOLLYWOOD                    BL,,34.1018,-118.2953"
201711968,08/07/2020 12:00:00 AM,08/07/2020 12:00:00 AM,0255,17,Devonshire,1771,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AA,Adult Arrest,510,,,,20400    PRAIRIE                      ST,,34.2391,-118.578
"201715003,11/04/2020 12:00:00 AM,11/04/2020 12:00:00 AM,1930,17,Devonshire,1792,2,624,BATTERY - SIMPLE ASSAULT,1251 0913 0553 0400,18,M,W,501,SINGLE FAMILY DWELLING,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AA,Adult Arrest,624,,,,20000    LINNEA                       CT,,34.2272,-118.5697"
201507380,03/09/2020 12:00:00 AM,03/08/2020 12:00:00 AM,2215,15,N Hollywood,1563,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0385,66,M,W,101,STREET,,,IC,Invest Cont,331,,,,4500    MORELLA                      AV,,34.1522,-118.39
"200508041,04/08/2020 12:00:00 AM,04/08/2020 12:00:00 AM,0345,05,Harbor,0563,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0432 0913 1813 2000 0356 0416,38,F,H,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AO,Adult Other,626,,,,700 W  17TH                         ST,,33.7288,-118.2929"
200506941,03/09/2020 12:00:00 AM,03/08/2020 12:00:00 AM,1800,05,Harbor,0569,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,2700    MINER                        ST,,33.721,-118.2764
201304825,01/15/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1200,13,Newton,1311,1,510,VEHICLE - STOLEN,,0,,,208,AUTO SALES LOT,,,IC,Invest Cont,510,,,,2000 S  FIGUEROA                     ST,,34.0335,-118.2737
"200405424,02/06/2020 12:00:00 AM,02/04/2020 12:00:00 AM,1400,04,Hollenbeck,0402,1,310,BURGLARY,0344 0329,0,M,W,725,""GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)"",,,IC,Invest Cont,310,,,,6700    MARMION                      WY,,34.0923,-118.1978"
"200512756,08/07/2020 12:00:00 AM,08/07/2020 12:00:00 AM,1935,05,Harbor,0503,2,624,BATTERY - SIMPLE ASSAULT,1206 1309 1822 0429 0444 1202 1218,63,M,H,301,GAS STATION,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,624,,,,900 W  PACIFIC COAST                HY,,33.7941,-118.29"
"200716533,11/30/2020 12:00:00 AM,11/26/2020 12:00:00 AM,1130,07,Wilshire,0745,2,740,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",0329,42,M,H,101,STREET,,,IC,Invest Cont,740,,,,SAN VICENTE                  BL,COCHRAN                      AV,34.0527,-118.3509"
"201312048,06/09/2020 12:00:00 AM,06/08/2020 12:00:00 AM,1430,13,Newton,1331,2,740,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",0329 0358,0,X,X,720,JUNIOR HIGH SCHOOL,,,IC,Invest Cont,740,,,,100 W  30TH                         ST,,34.0218,-118.2707"
200908411,04/13/2020 12:00:00 AM,04/13/2020 12:00:00 AM,1320,09,Van Nuys,0971,1,310,BURGLARY,1606 0314 1402 2004,63,F,B,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,998,,,14900    VENTURA                      BL,,34.1564,-118.463
"200407318,03/27/2020 12:00:00 AM,03/27/2020 12:00:00 AM,0315,04,Hollenbeck,0422,2,740,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",0329,40,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,740,,,,2600 N  BROADWAY,,34.0736,-118.2156"
"200811367,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,1000,08,West LA,0828,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,X,X,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",,,IC,Invest Cont,745,,,,10500    WILSHIRE                     BL,,34.0649,-118.4372"
"200216757,10/27/2020 12:00:00 AM,10/21/2020 12:00:00 AM,0600,02,Rampart,0261,2,354,THEFT OF IDENTITY,0100 0930 0928,56,M,K,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",,,IC,Invest Cont,354,,,,700 S  CORONADO                     ST,,34.0584,-118.2824"
"201005802,02/11/2020 12:00:00 AM,02/10/2020 12:00:00 AM,1143,10,West Valley,1029,2,956,""LETTERS, LEWD  -  TELEPHONE CALLS, LEWD"",1501,44,M,O,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",,,AO,Adult Other,956,,,,7000    WOODLEY                      AV,,34.1976,-118.4837"
"201306017,02/06/2020 12:00:00 AM,02/05/2020 12:00:00 AM,0930,13,Newton,1364,2,624,BATTERY - SIMPLE ASSAULT,0446,18,M,H,101,STREET,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,624,,,,CENTRAL                      AV,51ST                         ST,33.9967,-118.2565"
201214933,06/18/2020 12:00:00 AM,06/18/2020 12:00:00 AM,0100,12,77th Street,1255,1,210,ROBBERY,0344 0342 1822 0355 0908,24,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,1300 W  78TH                         ST,,33.9694,-118.2981
201613106,09/22/2020 12:00:00 AM,09/22/2020 12:00:00 AM,0417,16,Foothill,1651,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,29,M,H,301,GAS STATION,,,IC,Invest Cont,442,,,,13200    OSBORNE                      ST,,34.2461,-118.4205
"200406517,03/04/2020 12:00:00 AM,03/04/2020 12:00:00 AM,1405,04,Hollenbeck,0491,2,740,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",0329 1300 1307,47,F,H,108,PARKING LOT,,,IC,Invest Cont,740,,,,2600 E  OLYMPIC                      BL,,34.0253,-118.2224"
200410977,07/20/2020 12:00:00 AM,07/13/2020 12:00:00 AM,1330,04,Hollenbeck,0463,1,310,BURGLARY,0344 0329 1602,0,M,W,704,ELEMENTARY SCHOOL,,,IC,Invest Cont,310,,,,1900 E  2ND                          ST,,34.045,-118.2165
200710724,06/19/2020 12:00:00 AM,05/23/2020 12:00:00 AM,1330,07,Wilshire,0705,1,310,BURGLARY,0344 1606,54,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,600 N  ALTA VISTA                   BL,,34.0819,-118.3474
"202017315,11/18/2020 12:00:00 AM,11/18/2020 12:00:00 AM,0810,20,Olympic,2005,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0913 0416 0344,29,M,H,102,SIDEWALK,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,440,624,,,ROSEWOOD,HOBART,34.0799,-118.3025"
201706866,02/23/2020 12:00:00 AM,02/23/2020 12:00:00 AM,1600,17,Devonshire,1788,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,8900    BALBOA                       BL,,34.2322,-118.5113
"201709901,06/10/2020 12:00:00 AM,06/01/2020 12:00:00 AM,0900,17,Devonshire,1785,1,320,""BURGLARY, ATTEMPTED"",1607,54,F,W,221,PUBLIC STORAGE,,,IC,Invest Cont,320,,,,18500    EDDY                         ST,,34.2296,-118.537"
200714668,10/08/2020 12:00:00 AM,10/06/2020 12:00:00 AM,1340,07,Wilshire,0745,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,33,F,B,720,JUNIOR HIGH SCHOOL,,,IC,Invest Cont,440,,,,5200 W  OLYMPIC                      BL,,34.0572,-118.3428
200120169,10/28/2020 12:00:00 AM,10/27/2020 12:00:00 AM,1600,01,Central,0153,1,310,BURGLARY,0344 0329 0397 1602 1607 1822 1414,32,M,W,118,CONSTRUCTION SITE,,,IC,Invest Cont,310,,,,600 S  BROADWAY,,34.0459,-118.2526
200515535,10/20/2020 12:00:00 AM,10/20/2020 12:00:00 AM,1007,05,Harbor,0564,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,AA,Adult Arrest,510,,,,200 W  6TH                          ST,,33.7387,-118.2814
"201314357,07/21/2020 12:00:00 AM,07/21/2020 12:00:00 AM,1200,13,Newton,1395,2,624,BATTERY - SIMPLE ASSAULT,0400 0444 1822,33,F,H,406,OTHER STORE,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,624,,,,7000    AVALON                       BL,,33.976,-118.2652"
201818374,09/18/2020 12:00:00 AM,09/11/2020 12:00:00 AM,1028,18,Southeast,1863,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0349 0344,45,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,120TH                        ST,SAN PEDRO,33.9237,-118.2696
"201008887,05/10/2020 12:00:00 AM,05/05/2020 12:00:00 AM,2030,10,West Valley,1004,1,341,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",1822 0344 1202,60,F,B,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",,,IC,Invest Cont,341,,,,7700    RESEDA                       BL,,34.2102,-118.5361"
"201013600,09/30/2020 12:00:00 AM,09/28/2020 12:00:00 AM,1900,10,West Valley,1025,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 0553 0552 0400 0416 0417 1420,9,M,O,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AO,Adult Other,627,,,,18300    VANOWEN                      ST,,34.1975,-118.5273"
201316211,08/30/2020 12:00:00 AM,08/30/2020 12:00:00 AM,1325,13,Newton,1313,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AO,Adult Other,510,,,,17TH                         ST,SAN PEDRO                    ST,34.029,-118.2565
201910029,05/20/2020 12:00:00 AM,05/20/2020 12:00:00 AM,1200,19,Mission,1987,1,510,VEHICLE - STOLEN,,0,,,301,GAS STATION,,,IC,Invest Cont,510,,,,13600    ROSCOE                       BL,,34.2269,-118.4394
"201821786,12/08/2020 12:00:00 AM,12/08/2020 12:00:00 AM,0815,18,Southeast,1862,2,624,BATTERY - SIMPLE ASSAULT,1822 0110 0416 1310 1313,29,M,B,142,DRIVE THRU*,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,624,,,,11400 S  FIGUEROA                     ST,,33.9304,-118.2826"
201609397,05/25/2020 12:00:00 AM,05/24/2020 12:00:00 AM,1930,16,Foothill,1681,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AA,Adult Arrest,510,,,,ROSCOE,WHITSETT                     AV,34.2217,-118.4053
201111371,07/13/2020 12:00:00 AM,07/10/2020 12:00:00 AM,1420,11,Northeast,1148,2,888,TRESPASSING,1501 2021,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,888,,,,100 W  AVENUE 45,,34.0959,-118.2073
"201412846,06/25/2020 12:00:00 AM,06/25/2020 12:00:00 AM,1940,14,Pacific,1435,2,624,BATTERY - SIMPLE ASSAULT,0400,16,F,W,102,SIDEWALK,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,624,,,,CHARNOCK                     RD,MCLAUGHLIN,34.0124,-118.4276"
200313942,07/10/2020 12:00:00 AM,07/09/2020 12:00:00 AM,1700,03,Southwest,0334,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3200 W  36TH                         ST,,34.0231,-118.3305
200708167,04/10/2020 12:00:00 AM,04/09/2020 12:00:00 AM,1558,07,Wilshire,0722,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 0344 1822,30,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,6600 W  6TH                          ST,,34.066,-118.3711
200709574,05/23/2020 12:00:00 AM,05/23/2020 12:00:00 AM,1920,07,Wilshire,0732,1,210,ROBBERY,0945 0344 0421 2004,0,M,O,203,OTHER BUSINESS,511,VERBAL THREAT,AA,Adult Arrest,210,,,,6100    WILSHIRE                     BL,,34.0665,-118.3662
201614410,11/03/2020 12:00:00 AM,11/03/2020 12:00:00 AM,0430,16,Foothill,1612,1,330,BURGLARY FROM VEHICLE,0344 1609 1307,25,M,H,101,STREET,,,IC,Invest Cont,330,,,,11300    DE FOE                       AV,,34.2754,-118.418
200904337,01/08/2020 12:00:00 AM,01/07/2020 12:00:00 AM,2200,09,Van Nuys,0932,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1606,36,M,B,108,PARKING LOT,,,IC,Invest Cont,420,,,,6200    LEMONA                       AV,,34.1826,-118.4596
200609026,04/13/2020 12:00:00 AM,04/06/2020 12:00:00 AM,0200,06,Hollywood,0648,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,60,M,W,503,HOTEL,,,IC,Invest Cont,440,,,,5400    HOLLYWOOD                    BL,,34.1018,-118.3071
200205402,01/17/2020 12:00:00 AM,01/16/2020 12:00:00 AM,1600,02,Rampart,0261,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1606 0344 0352 0377 1202,65,M,H,108,PARKING LOT,,,IC,Invest Cont,331,,,,2400    JAMES M WOOD                 BL,,34.0567,-118.2815
"201215423,06/26/2020 12:00:00 AM,06/26/2020 12:00:00 AM,1000,12,77th Street,1215,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1823 1276 2047 0416 0338 0340 2038 0329 0913,21,F,B,518,TRANSITIONAL HOUSING/HALFWAY HOUSE,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AA,Adult Arrest,626,,,,1200 W  56TH                         ST,,33.9915,-118.2959"
201406637,02/15/2020 12:00:00 AM,02/14/2020 12:00:00 AM,2300,14,Pacific,1469,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,JA,Juv Arrest,510,,,,5800 W  CENTINELA                    AV,,33.9767,-118.3838
201805565,01/29/2020 12:00:00 AM,01/29/2020 12:00:00 AM,1730,18,Southeast,1849,1,210,ROBBERY,0344 0355 0400 0416 0417 1822 0216,33,F,H,102,SIDEWALK,303,BRASS KNUCKLES,IC,Invest Cont,210,,,,IMPERIAL                     HY,WILMINGTON                   AV,33.9294,-118.2391
200804730,01/17/2020 12:00:00 AM,01/16/2020 12:00:00 AM,1900,08,West LA,0835,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1822,31,M,W,101,STREET,,,IC,Invest Cont,331,,,,LA GRANGE,GLENDON,34.0472,-118.4333
"201318660,10/19/2020 12:00:00 AM,10/18/2020 12:00:00 AM,2215,13,Newton,1394,1,210,ROBBERY,0913 0344 2000 1309 0446 1814,22,F,H,102,SIDEWALK,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AA,Adult Arrest,210,626,,,FLORENCE                     AV,SAN PEDRO                    ST,33.9747,-118.2696"
"201813391,07/02/2020 12:00:00 AM,07/01/2020 12:00:00 AM,1500,18,Southeast,1801,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0329 0344 0385,0,X,X,725,""GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)"",,,IC,Invest Cont,331,,,,8600    DENVER                       AV,,33.9587,-118.2839"
"202016731,11/04/2020 12:00:00 AM,11/04/2020 12:00:00 AM,1120,20,Olympic,2076,1,230,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",0913 0603 0202 0411 0416 0445 0334,43,M,A,203,OTHER BUSINESS,223,UNKNOWN TYPE CUTTING INSTRUMENT,IC,Invest Cont,230,,,,2700 W  PICO                         BL,,34.0473,-118.2979"
"200909717,05/15/2020 12:00:00 AM,05/12/2020 12:00:00 AM,1605,09,Van Nuys,0998,2,850,INDECENT EXPOSURE,0529,26,F,W,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",,,IC,Invest Cont,850,,,,13100    VALLEYHEART                  DR,,34.1474,-118.4183"
200618640,11/30/2020 12:00:00 AM,11/27/2020 12:00:00 AM,1900,06,Hollywood,0663,1,210,ROBBERY,0400 0344 1300 1822,20,M,B,401,MINI-MART,102,HAND GUN,IC,Invest Cont,210,,,,6700    SANTA MONICA                 BL,,34.0907,-118.3368
201014895,11/09/2020 12:00:00 AM,10/30/2020 12:00:00 AM,1145,10,West Valley,1021,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 1300,44,M,C,101,STREET,,,IC,Invest Cont,331,,,,19600    BASSETT                      ST,,34.196,-118.56
"201507072,03/02/2020 12:00:00 AM,03/02/2020 12:00:00 AM,1300,15,N Hollywood,1585,2,740,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",1300 0329 2004,29,M,B,101,STREET,,,IC,Invest Cont,740,,,,4100    FAIR                         AV,,34.1456,-118.3747"
201705581,02/06/2020 12:00:00 AM,01/22/2020 12:00:00 AM,1000,17,Devonshire,1735,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 0344,28,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,17400    LOS ALIMOS                   ST,,34.2661,-118.5132
201116312,12/04/2020 12:00:00 AM,12/02/2020 12:00:00 AM,2330,11,Northeast,1153,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385,56,M,W,101,STREET,,,IC,Invest Cont,331,,,,1900 N  SERRANO                      AV,,34.1054,-118.3071
201015594,11/30/2020 12:00:00 AM,11/30/2020 12:00:00 AM,1300,10,West Valley,1077,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0377 0344 1606 1822,23,F,O,108,PARKING LOT,,,IC,Invest Cont,331,,,,17100    VENTURA                      BL,,34.1602,-118.5054
201715248,11/11/2020 12:00:00 AM,11/08/2020 12:00:00 AM,1700,17,Devonshire,1761,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,9500    FARRALONE                    AV,,34.2427,-118.6104
"200712307,08/02/2020 12:00:00 AM,08/01/2020 12:00:00 AM,0800,07,Wilshire,0766,2,664,""BUNCO, PETTY THEFT"",0701,36,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,664,,,,4400 W  PICO                         BL,,34.0482,-118.3308"
201706399,02/22/2020 12:00:00 AM,02/22/2020 12:00:00 AM,0455,17,Devonshire,1721,2,946,OTHER MISCELLANEOUS CRIME,1501,23,M,H,104,DRIVEWAY,,,IC,Invest Cont,946,,,,21100    NASHVILLE                    ST,,34.2691,-118.593
"200505760,02/11/2020 12:00:00 AM,02/11/2020 12:00:00 AM,2100,05,Harbor,0551,2,624,BATTERY - SIMPLE ASSAULT,0444 1218 0913,43,M,H,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,624,,,,600    BYNNER                       DR,,33.7385,-118.3171"
201308570,03/23/2020 12:00:00 AM,03/22/2020 12:00:00 AM,2000,13,Newton,1333,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2700    TRINITY                      ST,,34.0216,-118.2638
201519097,12/28/2020 12:00:00 AM,12/26/2020 12:00:00 AM,1500,15,N Hollywood,1514,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6800    BEN                          AV,,34.194,-118.3943
"200210793,05/29/2020 12:00:00 AM,05/28/2020 12:00:00 AM,1230,02,Rampart,0266,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 1814 1813 0356 0444 0416 0334 0446 0419 2000,24,F,H,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AO,Adult Other,236,,,,800    BEACON                       AV,,34.0521,-118.2738"
200405314,02/03/2020 12:00:00 AM,02/03/2020 12:00:00 AM,1615,04,Hollenbeck,0449,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,1200    STONE                        ST,,34.0529,-118.1931
"200313761,07/06/2020 12:00:00 AM,07/06/2020 12:00:00 AM,2200,03,Southwest,0377,2,624,BATTERY - SIMPLE ASSAULT,1822 0913 0400 0342 0416,22,M,H,101,STREET,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,624,,,,3900 S  BUDLONG                      AV,,34.0145,-118.298"
200514132,09/14/2020 12:00:00 AM,09/06/2020 12:00:00 AM,1000,05,Harbor,0562,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,49,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,1100 S  PATTON                       AV,,33.7343,-118.3056
"200110957,04/24/2020 12:00:00 AM,04/24/2020 12:00:00 AM,0255,01,Central,0119,1,341,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",0910 0344 1822,0,X,X,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,341,,,,800 N  ALAMEDA                      ST,,34.0563,-118.2374"
"201713450,09/20/2020 12:00:00 AM,09/20/2020 12:00:00 AM,1600,17,Devonshire,1785,2,740,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",0329,32,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,8900    WILBUR                       AV,,34.2319,-118.5448"
200116609,08/18/2020 12:00:00 AM,08/18/2020 12:00:00 AM,1800,01,Central,0166,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 1218 2003,58,F,B,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,600 S  SAN PEDRO                    ST,,34.0421,-118.2469
201209121,03/14/2020 12:00:00 AM,03/13/2020 12:00:00 AM,2100,12,77th Street,1267,1,330,BURGLARY FROM VEHICLE,1307 1609 1822 0344 0329 1300,22,M,B,101,STREET,,,IC,Invest Cont,330,,,,900 W  85TH                         ST,,33.9613,-118.2893
"202013327,08/11/2020 12:00:00 AM,08/11/2020 12:00:00 AM,0200,20,Olympic,2015,1,310,BURGLARY,0202 1607 1822 0344,34,F,W,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",,,IC,Invest Cont,310,,,,100 N  ALEXANDRIA                   AV,,34.0728,-118.2984"
"200312028,05/29/2020 12:00:00 AM,05/29/2020 12:00:00 AM,0125,03,Southwest,0312,1,251,SHOTS FIRED AT INHABITED DWELLING,0329 1202 1822,60,F,H,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",102,HAND GUN,IC,Invest Cont,251,,,,2900 S  REDONDO                      BL,,34.0271,-118.3585"
"201222162,10/07/2020 12:00:00 AM,10/07/2020 12:00:00 AM,0900,12,77th Street,1205,1,230,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",0371 0906 1822 0334,24,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,230,761,,,VERMONT                      AV,50TH                         ST,33.9978,-118.2915"
200208387,03/31/2020 12:00:00 AM,03/30/2020 12:00:00 AM,1900,02,Rampart,0261,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,700 S  CARONDELET                   ST,,34.0584,-118.281
"200909837,05/18/2020 12:00:00 AM,05/12/2020 12:00:00 AM,1810,09,Van Nuys,0963,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0352 0344 0394,34,F,F,119,""PORCH, RESIDENTIAL"",,,IC,Invest Cont,440,,,,15100    MAGNOLIA                     BL,,34.1649,-118.4618"
"201008675,05/04/2020 12:00:00 AM,05/04/2020 12:00:00 AM,1000,10,West Valley,1008,2,624,BATTERY - SIMPLE ASSAULT,1812 0913 2004 0416,47,M,H,108,PARKING LOT,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AO,Adult Other,624,,,,BALBOA                       BL,ROSCOE                       BL,34.2212,-118.5027"
"201314320,07/22/2020 12:00:00 AM,07/22/2020 12:00:00 AM,0430,13,Newton,1323,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000 0913,35,M,B,103,ALLEY,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,626,,,,24TH                         ST,CENTRAL                      AV,34.0216,-118.2564"
201011604,07/31/2020 12:00:00 AM,07/09/2020 12:00:00 AM,1340,10,West Valley,1065,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 0394,39,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,NEWCASTLE,VENTURA,34.1648,-118.5244
"201421964,12/21/2020 12:00:00 AM,12/21/2020 12:00:00 AM,2200,14,Pacific,1412,2,624,BATTERY - SIMPLE ASSAULT,0400,24,M,H,101,STREET,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,624,,,,SPEEDWAY,OZONE,33.9952,-118.4807"
201508164,03/30/2020 12:00:00 AM,03/30/2020 12:00:00 AM,0045,15,N Hollywood,1555,1,761,BRANDISH WEAPON,0910 1266 2004 0334 1402 1822,0,F,H,913,MTA - RED LINE - NORTH HOLLYWOOD,200,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,761,998,,,11300    MAGNOLIA                     BL,,34.1649,-118.3774
"201218009,08/07/2020 12:00:00 AM,08/07/2020 12:00:00 AM,0550,12,77th Street,1269,1,210,ROBBERY,1822 0305 0390 0344,34,F,B,101,STREET,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,210,,,,MANCHESTER                   AV,CENTRAL                      AV,33.9602,-118.2564"
"200405697,02/13/2020 12:00:00 AM,02/13/2020 12:00:00 AM,2300,04,Hollenbeck,0461,2,740,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",1100 1407 0329,0,F,H,101,STREET,,,IC,Invest Cont,740,998,,,300 S  PECAN                        ST,,34.0453,-118.2218"
200407822,04/14/2020 12:00:00 AM,04/06/2020 12:00:00 AM,1100,04,Hollenbeck,0451,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,100 N  MYERS                        ST,,34.0478,-118.2288
